District,Month,rainfall
Tumkur,4,44.584615384615375
Bellary,4,26.969230769230776
Davanagere,4,42.55384615384615
Kolar,4,42.69230769230769
Udupi,4,30.138461538461534
Bidar,4,27.66923076923077
Koppal,4,25.33076923076923
Bangalore,4,56.00769230769231
Chitradurga,4,36.823076923076925
Lakshadweep Sea,4,32.5
Rajkot,4,0.6461538461538462
Bharuch,4,0.4230769230769231
Kutch,4,0.5461538461538461
Botad,4,0.0
Morvi,4,0.82
Mahisagar,4,0.0
Dwarka,4,0.0
Chhota Udaipur,4,0.0
Gir Somnath,4,0.0
Aravalli,4,0.13999999999999999
Tapi,4,0.0
Narmada,4,0.8692307692307693
Surat,4,0.5692307692307692
Amreli,4,4.061538461538462
Dang,4,5.0
Anand,4,0.7769230769230769
Surendranagar,4,1.1076923076923078
Sabarkantha,4,2.669230769230769
Ahmedabad,4,1.7076923076923076
Dahod,4,0.4230769230769231
Mehsana,4,1.4076923076923078
Bhavnagar,4,3.969230769230769
Kheda,4,0.8692307692307693
Porbandar,4,0.0
Gandhi Nagar,4,1.8923076923076922
Navasari,4,0.6461538461538461
Banaskantha,4,2.1153846153846154
Jamnagar,4,0.0
Panchmahals,4,0.8999999999999999
Valsad,4,0.13846153846153847
Vadodara,4,0.24615384615384617
Junagarh,4,0.5230769230769231
Patan,4,1.4615384615384615
Faridabad,4,21.261538461538464
Karnal,4,13.223076923076924
Sirsa,4,10.576923076923077
Palwal,4,10.045454545454545
Mewat,4,4.763636363636365
Gurgaon,4,21.192307692307693
Mahendragarh,4,9.392307692307693
Yamunanagar,4,14.953846153846154
Hisar,4,9.269230769230772
Fatehabad,4,6.923076923076923
Kurukshetra,4,16.37692307692308
Sonipat,4,9.453846153846154
Kaithal,4,23.76153846153846
Rohtak,4,16.553846153846152
Bhiwani,4,9.723076923076922
Jhajjar,4,14.87692307692308
Panipat,4,5.1230769230769235
Rewari,4,23.292307692307688
Ambala,4,17.284615384615385
Jind,4,14.815384615384618
Panchkula,4,8.438461538461539
Vaishali,4,20.876923076923074
Begusarai,4,42.6
Gaya,4,14.930769230769233
Madhepura,4,24.781818181818185
Sheikhpura,4,5.65
Lakhisarai,4,15.15
Nawada,4,6.119999999999999
Banka,4,23.633333333333336
Aurangabad,4,34.161538461538456
Arwal,4,7.75
Sheohar,4,18.839999999999996
Munger,4,42.35
Samastipur,4,63.06923076923078
Bhagalpur,4,30.799999999999994
Jahanabad,4,20.01666666666667
Bhojpur,4,63.73333333333333
Muzaffarpur,4,17.684615384615384
Kaimur (Bhabua),4,23.836363636363636
Gopalganj,4,15.590909090909092
Madhubani,4,45.224999999999994
Rohtas,4,10.876923076923077
Champaran,4,133.8846153846154
Saharsa,4,66.94615384615385
Supaul,4,40.53846153846153
Purnia,4,61.3923076923077
Kishanganj,4,78.17272727272727
Buxar,4,50.3
Nalanda,4,17.55
Saran,4,32.861538461538466
Katihar,4,44.4923076923077
Sitamarhi,4,84.26923076923077
Darbhanga,4,77.8
Khagaria,4,38.94615384615385
Patna,4,11.092307692307692
Siwan,4,55.030769230769224
Araria,4,57.623076923076916
Champaran,4,65.05384615384615
Jamui,4,11.79090909090909
Lahaul Spiti (separate values),4,70.68461538461538
Bilaspur,4,30.800000000000004
Hamirpur,4,37.669230769230765
Shimla,4,49.96153846153846
Mandi,4,55.95384615384616
Kangra,4,44.87692307692306
Solan,4,33.11538461538461
Kinnaur,4,62.49999999999999
Una,4,25.907692307692308
Kullu,4,91.73076923076921
Chamba,4,68.16153846153847
Sirmaur,4,30.23076923076923
Dhamtari,4,16.284615384615385
Kawardha,4,21.033333333333335
Mahasamund,4,9.646153846153847
Bijapur,4,31.95454545454545
Gariaband,4,11.02
Surajpur,4,16.66
Balod,4,10.34
Kondagaon,4,27.119999999999997
Sukma,4,26.74
Bemetara,4,19.16
Mungeli,4,6.040000000000001
Balodabazar,4,6.0200000000000005
Kabirdham-Kawardha,4,17.325
Narayanpur,4,20.036363636363635
Jashpur,4,19.853846153846156
Raipur,4,21.57692307692308
Durg,4,16.930769230769233
Raigarh,4,9.061538461538461
Janjgir-Champa,4,12.876923076923077
Korea,4,10.7
Bastar,4,48.76923076923076
Kanker,4,4.946153846153847
Rajnandgaon,4,7.16923076923077
Surguja,4,20.076923076923077
Bilaspur,4,24.984615384615385
Korba,4,9.453846153846154
Dantewada,4,16.066666666666666
kameng,4,94.33076923076922
Lohit,4,325.2846153846154
Lower Dibang Valley,4,414.7
Anjaw,4,178.32
Kurung Kumey,4,217.66666666666666
Tawang,4,248.64615384615385
Changlang,4,207.8
Lower Subansiri,4,77.275
Siang,4,148.93076923076924
Papum Pare,4,244.04615384615389
Upper Subansiri,4,163.26923076923077
Dibang Valley,4,318.3375
Tirap,4,240.14545454545453
Kameng,4,84.41538461538461
Upper Siang,4,419.76666666666665
Siang,4,289.16153846153844
Badgam,4,100.03636363636365
Srinagar,4,112.4846153846154
Reasi,4,66.66363636363634
Bandipur,4,116.03333333333335
Kishtwar,4,0
Rajouri,4,63.11818181818182
Samba,4,25.81111111111111
Poonch,4,114.43333333333334
Ganderbal,4,156.77272727272728
Kargil,4,11.0
Pulwama,4,66.33333333333333
Ramban,4,139.89090909090908
Kulgam,4,139.42727272727274
Baramulla,4,151.00909090909093
Kathua,4,36.55384615384616
Jammu,4,38.776923076923076
Udhampur,4,63.25384615384616
Doda,4,117.86923076923077
Pulwama,4,88.05384615384615
Kupwara,4,166.6307692307692
Leh,4,5.315384615384615
Anantnag,4,137.6846153846154
Baramulla,4,141.98
Dibrugarh,4,224.57692307692307
Karbi Anglong,4,95.75384615384617
Nalbari,4,230.43846153846155
Chirang,4,224.23000000000002
Dhemaji,4,110.575
Kamrup,4,188.42727272727276
Baksa,4,185.2777777777778
Udalguri,4,190.76000000000005
Barpeta Road,4,214.82307692307694
Golaghat,4,144.33846153846156
Kokrajhar,4,248.5307692307692
Sibsagar,4,190.6769230769231
Bongaigaon,4,220.53076923076924
Goalpara,4,246.07692307692307
Nagaon,4,102.65384615384616
Karimganj,4,316.6461538461538
Dhubri,4,198.4846153846154
Kamrup,4,226.2076923076923
Cachar Hills,4,173.84545454545454
Cachar,4,299.9384615384615
Hailakandi,4,266.5846153846154
Lakhimpur,4,183.58461538461538
Sonitpur,4,164.8846153846154
Jorhat,4,177.73333333333335
Morigaon,4,109.8846153846154
Tinsukia,4,244.66153846153844
Darrang,4,133.2375
Goa,4,3.976923076923077
Goa,4,7.827272727272727
Vizianagaram,4,37.03076923076923
Chittoor,4,26.799999999999997
Kurnool,4,14.738461538461538
East Godavari,4,23.9
Nizamabad,4,11.459999999999999
Warangal,4,17.479999999999997
Cuddapah,4,17.46923076923077
Medak,4,15.0
Godavari,4,14.946153846153845
Nellore,4,18.4
Krishna,4,15.676923076923078
Visakhapatnam,4,45.0
Adilabad,4,9.040000000000001
Anantapur,4,27.06153846153846
Khammam,4,23.279999999999998
Guntur,4,10.246153846153845
Prakasam,4,12.738461538461538
Srikakulam,4,30.72307692307692
Hyderabad,4,12.219999999999999
Karimnagar,4,8.6
Pithoragarh,4,96.9076923076923
Rudraprayag,4,63.84615384615385
Udham Singh Nagar,4,22.333333333333332
Uttarkashi,4,76.3153846153846
Bageshwar,4,40.554545454545455
Pauri Garhwal,4,19.74285714285714
Almora,4,38.18461538461539
Chamoli,4,72.63076923076923
Champawat,4,63.75384615384615
Dehradun,4,34.292307692307695
Pauri Garhwal,4,31.28888888888889
Tehri Garhwal,4,34.4
Haridwar,4,55.26923076923077
Nainital,4,34.38461538461539
Bankura,4,61.7
Birbhum,4,35.215384615384615
Burdwan,4,39.41538461538461
Cooch Behar,4,151.66666666666666
Darjeeling,4,93.29999999999998
Hooghly,4,36.49230769230769
Howrah,4,74.15
Jalpaiguri,4,141.23076923076923
Malda,4,50.38461538461537
medinipur,4,26.7125
Murshidabad,4,44.62307692307692
Nadia,4,42.36153846153846
Parganas,4,52.361538461538466
Dinajpur,4,76.475
Purulia,4,41.03076923076924
Parganas,4,43.0076923076923
Dinajpur,4,57.93076923076923
Calcutta,4,52.11818181818183
Medinipur,4,36.82857142857143
medinipur,4,60.58181818181818
Mahbubnagar,4,20.792307692307688
Rangareddy,4,29.484615384615385
Hyderabad,4,25.954545454545453
Nalgonda,4,16.80909090909091
J Bhupalpally,4,18.366666666666664
Jagtial,4,5.833333333333333
Mancherial,4,13.1
Narayanpet,4,23.0
Nirmal,4,6.666666666666667
Peddapalli,4,10.033333333333333
Sangareddy,4,27.366666666666664
Warangal,4,13.866666666666667
Warangal,4,30.433333333333337
Y Bhuvanagiri,4,34.03333333333333
Kothagudem,4,30.833333333333332
Jangaon,4,41.76666666666667
Gadwal,4,9.933333333333334
Asifabad,4,25.8
M Malkajgiri,4,19.53333333333333
Mahabubabad,4,16.7
Mulugu,4,21.8
Nagarkurnool,4,15.833333333333334
Sircilla,4,12.200000000000001
Siddipet,4,20.7
Suryapet,4,21.666666666666668
Vikarabad,4,24.066666666666666
Wanaparthy,4,12.466666666666667
Nizamabad,4,17.018181818181816
Khammam,4,21.036363636363635
Warangal,4,18.3625
Karimnagar,4,15.063636363636364
Medak,4,18.027272727272727
Adilabad,4,17.445454545454545
Pratapgarh,4,2.8545454545454545
Bikaner,4,10.246153846153847
Jaisalmer,4,4.2153846153846155
Banswara,4,1.2307692307692308
Dausa,4,3.0153846153846158
Baran,4,3.6230769230769226
Bundi,4,2.9076923076923076
Dungarpur,4,1.7307692307692308
Jalore,4,1.6538461538461537
Karauli,4,3.8923076923076922
Sawai Madhopur,4,4.723076923076923
Tonk,4,5.007692307692308
Barmer,4,2.646153846153846
Jhalawar,4,3.523076923076923
Kota,4,6.653846153846154
Sirohi,4,3.1153846153846154
Sri Ganganagar,4,8.066666666666668
Sikar,4,8.915384615384616
Udaipur,4,4.0
Pali,4,2.353846153846154
Bharatpur,4,8.361538461538462
Chittorgarh,4,4.792307692307693
Hanumangarh,4,8.246153846153847
Jhunjhunu,4,10.776923076923076
Churu,4,11.353846153846153
Nagaur,4,6.253846153846154
Jodhpur,4,5.346153846153846
Ajmer,4,3.961538461538461
Alwar,4,9.284615384615385
Bhilwara,4,4.6
Jaipur,4,6.461538461538462
Dholpur,4,4.623076923076923
Rajsamand,4,3.407692307692308
Champhai,4,41.26666666666667
Serchhip,4,116.91428571428571
Kolasib,4,134.0
Lawngtlai,4,128.3
Mamit,4,64.15
Saiha,4,101.32000000000001
Lunglei,4,67.2
Chhimtuipui,4,230.75
Aizawl,4,187.65
Imphal,4,296.3714285714286
Ukhrul,4,59.25
Tamenglong,4,104.7
Chandel,4,64.21666666666667
Bishnupur,4,62.425
Thoubal,4,100.58571428571429
Imphal,4,118.56153846153846
Senapati,4,97.025
Churachandpur,4,59.98
Tirupur,4,40.78181818181818
Thoothukudi,4,18.0
Kallakurichi,4,13.5
Tenkasi,4,77.9
Chengalpattu,4,13.3
Ranipet,4,23.8
Tirupathur,4,52.0
Ariyalur,4,14.580000000000002
Coimbatore,4,53.44615384615384
Erode,4,41.63076923076922
Tiruvallur,4,12.307692307692308
Vellore,4,21.930769230769233
Virudhunagar,4,34.776923076923076
Cuddalore,4,17.553846153846155
Krishnagiri,4,44.5
Nilgiris,4,71.13846153846154
Salem,4,48.86153846153846
Theni,4,63.05384615384615
Tirunelvelli,4,59.23846153846154
Ramanathapuram,4,39.92307692307692
Tiruvannamalai,4,20.423076923076927
Namakkal,4,40.2
Dharmapuri,4,45.684615384615384
Dindigul,4,41.05384615384616
Perambalur,4,39.62307692307692
Villupuram,4,9.6
Kanyakumari,4,78.50769230769231
Chennai,4,10.615384615384615
Sivaganga,4,37.215384615384615
Pudukkottai,4,24.092307692307692
Kanchipuram,4,10.707692307692307
Madurai,4,41.86153846153846
Tiruvarur,4,23.215384615384615
Trichy,4,24.315384615384612
Thanjavur,4,22.37692307692308
Nagapattinam,4,17.492307692307694
Karur,4,28.884615384615383
Tuticorin,4,40.75
Gautam Buddha Nagar,4,6.090909090909091
Amethi,4,4.340000000000001
Shravasti,4,19.25
Hapur,4,2.5
Sambhal,4,14.85
Chitrakoot,4,14.75
Shamli,4,5.5
Mahoba,4,3.0090909090909084
Chandauli,4,7.472727272727273
Kaushambi,4,0.6000000000000001
Ramnagar,4,5.445454545454545
Sant Kabir Nagar,4,5.818181818181818
Kannauj,4,6.218181818181818
Auraiya,4,18.76923076923077
Baghpat,4,8.515384615384615
Balrampur,4,21.746153846153845
Deoria,4,25.75384615384615
Faizabad,4,27.361538461538462
Bijnore,4,8.884615384615383
Fatehpur,4,18.46923076923077
Firozabad,4,11.076923076923077
Ghaziabad,4,6.476923076923077
Bulandshahr,4,36.09230769230769
Ghazipur,4,35.599999999999994
Hamirpur,4,21.36923076923077
Etah,4,13.861538461538466
Ballia,4,18.66923076923077
Etawah,4,3.3846153846153846
Gonda,4,27.72307692307692
Banda,4,32.169230769230765
Barabanki,4,21.823076923076922
Allahabad,4,7.661538461538461
Basti,4,47.723076923076924
Azamgarh,4,38.44615384615385
Aligarh,4,11.830769230769231
Badaun,4,34.94615384615385
Gorakhpur,4,11.169230769230769
Agra,4,9.607692307692309
Bahraich,4,23.900000000000002
Kheri,4,34.45384615384616
KushiNagar,4,14.823076923076924
Ambedkar Nagar,4,34.723076923076924
Bareilly,4,11.330769230769233
Jalaun,4,16.015384615384615
Jhansi,4,5.130769230769231
Jyotiba Phule Nagar,4,31.476923076923075
Kanpur,4,4.1
Amethi,4,5.318181818181818
Sant Ravidas Nagar,4,16.153846153846153
Shahjahanpur,4,23.015384615384615
Shravasti,4,83.82000000000001
SiddharthNagar,4,23.161538461538463
Sitapur,4,55.69230769230769
Sonbhadra,4,20.6
Sultanpur,4,4.884615384615385
Unnao,4,25.23846153846154
Varanasi,4,13.461538461538462
Lalitpur,4,20.53076923076923
Lucknow,4,6.476923076923076
Hathras,4,8.192307692307692
Maharajganj,4,26.715384615384615
Mainpuri,4,31.684615384615384
Mathura,4,14.061538461538463
Mau,4,13.930769230769231
Meerut,4,6.861538461538462
Mirzapur,4,14.392307692307694
Moradabad,4,40.361538461538466
Muzaffarnagar,4,9.446153846153846
Pilibhit,4,25.338461538461537
Pratapgarh,4,38.09230769230769
Raibareli,4,3.423076923076923
Rampur,4,28.707692307692305
Saharanpur,4,43.2
Kanpur,4,17.461538461538463
Hardoi,4,21.192307692307686
Farrukhabad,4,29.753846153846155
Jaunpur,4,21.99230769230769
East Sikkim,4,218.25000000000003
Sikkim,4,118.37
Sikkim,4,107.11111111111111
Sikkim,4,240.24
Sikkim,4,241.66249999999997
Paren,4,59.65
Zunheboto,4,115.25
Longleng,4,176.0
Wokha,4,91.64000000000001
Kiphire,4,62.22222222222222
Mokokchung,4,127.39999999999999
Dimapur,4,97.74000000000001
Kohima,4,82.4
Mon,4,188.18
Phek,4,85.83076923076925
Tuensang,4,98.375
Mahe,4,25.3
Yanam,4,78.69999999999999
Karaikal,4,13.018181818181818
Pondicherry,4,28.392307692307693
Dhalai,4,207.04999999999995
Tripura,4,130.8230769230769
Tripura,4,157.62307692307695
Tripura,4,284.3538461538461
Andaman Island,4,54.85454545454545
Andaman Island,4,58.630769230769225
Nicobar Island,4,106.23076923076923
Daman,4,0.0
Dadra & Nagar Haveli,4,0.0
Chandigarh,4,22.4
Diu,4,19.53846153846154
Sambalpur,5,31.6
Nuapada,5,25.98
Bargarh,5,28.318181818181817
Nowrangapur,5,60.52500000000001
Nawapara,5,39.29999999999999
Bhadrak,5,124.2727272727273
Nabarangapur,5,64.13333333333334
Sonepur,5,27.930769230769233
Angul,5,57.46153846153847
Deogarh,5,47.00000000000001
Jajpur,5,115.59230769230768
Keonjhar,5,110.56153846153846
Kendrapara,5,104.96153846153844
Cuttack,5,96.12307692307692
Jagatsinghpur,5,115.32307692307693
Balasore,5,156.41538461538462
Dhenkanal,5,93.3076923076923
Jharsuguda,5,34.50769230769231
Koraput,5,67.03846153846155
Nayagarh,5,78.01538461538463
Boudh,5,28.300000000000008
Gajapati,5,111.5
Kalahandi,5,42.25384615384615
Puri,5,89.53076923076922
Kandhamal,5,52.94615384615384
Malkangiri,5,41.14615384615385
Rayagada,5,68.97692307692309
Balangir,5,28.946153846153848
Ganjam,5,73.76153846153846
Mayurbhanj,5,138.1
Khurda,5,83.9
Sundargarh,5,42.23076923076923
Jalgaon,5,3.06923076923077
Jalna,5,8.292307692307695
Nandurbar,5,0.06000000000000001
Buldhana,5,2.0923076923076924
Ratnagiri,5,14.046153846153848
Wardha,5,6.4923076923076914
Washim,5,4.553846153846154
Sangli,5,28.346153846153843
Bhandara,5,90.73846153846154
Hingoli,5,2.81
Palghar,5,0.33999999999999997
Raigarh,5,1.42
Mumbai,5,0.3181818181818182
Ahmednagar,5,4.75
Chandrapur,5,11.115384615384615
Kolhapur,5,27.023076923076925
Yavatmal,5,4.3
Nashik,5,11.492307692307692
Satara,5,21.046153846153842
Nanded,5,14.846153846153848
Amravati,5,8.976923076923079
Dhule,5,1.0181818181818183
Latur,5,6.8538461538461535
Osmanabad,5,12.746153846153845
Sholapur,5,16.76923076923077
Mumbai,5,0.6615384615384615
Parbhani,5,6.738461538461539
Nagpur,5,11.692307692307692
Pune,5,10.753846153846155
Sindhudurg,5,24.46923076923077
Aurangabad,5,5.061538461538461
Gadchiroli,5,64.46153846153847
Beed,5,5.676923076923076
Gondia,5,6.792307692307693
Raigad,5,3.6300000000000003
Thane,5,1.1916666666666667
Akola,5,5.261538461538461
Delhi Tanda,5,24.741666666666664
South Delhi,5,14.479999999999999
East Delhi,5,10.144444444444446
North East Delhi,5,15.580000000000002
New Delhi,5,19.38181818181818
South West Delhi,5,17.79090909090909
North West Delhi,5,12.881818181818181
Delhi,5,17.009090909090908
North Delhi,5,22.827272727272728
Vidisha,5,2.0615384615384618
Narsinghpur,5,3.0153846153846158
Sheopur,5,6.123076923076923
Sagar,5,5.130769230769231
Neemuch,5,1.669230769230769
Khandwa,5,0.6692307692307692
Chhatarpur,5,5.800000000000001
Guna,5,2.130769230769231
Gwalior,5,14.13846153846154
Chhindwara,5,6.738461538461539
Katni,5,4.092307692307693
Singrauli,5,9.80909090909091
Agar,5,0.44000000000000006
Anuppur,5,6.118181818181818
Alirajpur,5,2.563636363636364
Burhanpur,5,1.1181818181818182
Ashoknagar,5,7.4
Shivpuri,5,4.6000000000000005
Damoh,5,4.869230769230769
Harda,5,1.5
Panna,5,7.061538461538462
Satna,5,9.846153846153847
Balaghat,5,4.038461538461538
Khargone,5,0.9153846153846155
Dindori,5,9.261538461538462
Jhabua,5,1.4230769230769231
Rewa,5,12.084615384615384
Shajapur,5,3.1538461538461537
Umaria,5,11.684615384615386
Betul,5,1.9999999999999998
Datia,5,10.399999999999999
Hoshangabad,5,8.3
Mandla,5,5.561538461538461
Raisen,5,4.084615384615384
Sehore,5,2.9538461538461545
Sidhi,5,14.146153846153847
Indore,5,3.4153846153846157
Seoni,5,8.207692307692307
Tikamgarh,5,4.5
Dewas,5,1.5923076923076922
Jabalpur,5,10.430769230769227
Mandsaur,5,2.484615384615385
Shahdol,5,6.93076923076923
Ujjain,5,7.03076923076923
Bhind,5,11.446153846153845
Dhar,5,1.6384615384615382
Bhopal,5,8.46923076923077
Morena,5,5.8307692307692305
Ratlam,5,3.9153846153846152
Rajgarh,5,3.5615384615384618
Barwani,5,0.2307692307692308
Jalandhar,5,10.899999999999999
Nawanshahar,5,33.07692307692308
Tarn Taran,5,13.236363636363636
Sas Nagar,5,15.990909090909092
Mansa,5,6.536363636363635
Barnala,5,11.754545454545456
Faridkot,5,16.361538461538462
Kapurthala,5,14.253846153846153
Patiala,5,29.130769230769236
Firozpur,5,5.592307692307693
Ludhiana,5,19.923076923076923
Ropar,5,17.138461538461538
Moga,5,19.976923076923075
Sangrur,5,13.700000000000001
Amritsar,5,12.26153846153846
Gurdaspur,5,18.853846153846156
Muktasar,5,14.123076923076924
Hoshiarpur,5,13.023076923076921
Bathinda,5,14.984615384615388
Fatehgarh Sahib,5,17.06153846153846
Jaintia Hills,5,423.9777777777778
Garo Hills,5,342.44545454545454
Garo Hills,5,173.0
Ri Bhoi,5,228.19
Khasi Hills,5,328.7142857142857
Khasi Hills,5,696.230769230769
Garo Hills,5,474.8076923076923
Kozhikode,5,202.7846153846154
Wayanad,5,134.76923076923077
Malappuram,5,142.26153846153846
Alappuzha,5,230.6538461538462
Kannur,5,142.24615384615385
Kasargod,5,148.425
Ernakulam,5,223.53846153846155
Palakkad,5,130.14615384615382
Kottayam,5,241.6846153846154
Idukki,5,179.3
Pathanamthitta,5,237.96153846153845
Kasaragod,5,119.25555555555557
Kollam,5,218.36153846153846
Thiruvananthapuram,5,221.73076923076925
Thrissur,5,182.89999999999998
Hazaribagh,5,57.207692307692305
Singhbhum,5,69.49999999999999
Jamtara,5,87.79090909090908
Khunti,5,42.114285714285714
Latehar,5,27.544444444444448
Deogarh,5,98.03333333333335
Simdega,5,44.300000000000004
Garhwa,5,17.725
Dumka,5,94.9
Ramgarh,5,51.936363636363645
Kharsawa,5,56.337500000000006
Deoghar,5,79.94999999999999
Chatra,5,24.499999999999996
Bokaro,5,62.97692307692307
Lohardaga,5,52.02
Koderma,5,36.18888888888889
Gumla,5,100.55555555555556
Singhbhum,5,127.73846153846155
Palamu,5,12.376923076923077
Giridih,5,77.8076923076923
Ranchi,5,46.08461538461539
Godda,5,68.53999999999999
Sahibganj,5,163.48
Pargana,5,136.3
Dhanbad,5,63.71538461538463
Pakur,5,69.32000000000001
Bijapur,5,38.4375
Chamarajanagar,5,117.95384615384616
Gadag,5,75.94615384615385
Mandya,5,120.75384615384617
Mysore,5,123.76153846153845
Gulbarga,5,33.18
Bijapur,5,44.660000000000004
Belgaum,5,64.7375
Yadgiri,5,30.2
Ramanagara,5,138.91818181818184
Chikkaballapur,5,180.29999999999998
Haveri,5,81.1
Raichur,5,37.661538461538456
Bangalore Rural,5,127.83846153846153
Chikmagalur,5,115.94615384615385
Hassan,5,124.21538461538461
Dharwad,5,77.31538461538462
Kannada,5,75.23846153846154
Bagalkot,5,53.44615384615385
Gulbarga,5,32.31428571428571
Belgaum,5,52.82222222222222
Kannada,5,156.15384615384616
Kodagu,5,138.09230769230768
Shimoga,5,81.56923076923077
Tumkur,5,91.66923076923078
Bellary,5,62.99230769230769
Davanagere,5,93.13076923076923
Kolar,5,103.78461538461539
Udupi,5,108.02307692307691
Bidar,5,23.646153846153844
Koppal,5,61.4153846153846
Bangalore,5,128.2
Chitradurga,5,89.72307692307693
Lakshadweep Sea,5,128.53846153846155
Rajkot,5,0.8384615384615384
Bharuch,5,0.13846153846153847
Kutch,5,0.4
Botad,5,0.0
Morvi,5,0.0
Mahisagar,5,0.0
Dwarka,5,0.0
Chhota Udaipur,5,0.0
Gir Somnath,5,0.0
Aravalli,5,0.06
Tapi,5,0.0
Narmada,5,0.03076923076923077
Surat,5,0.038461538461538464
Amreli,5,1.2538461538461536
Dang,5,1.5384615384615385
Anand,5,0.44615384615384623
Surendranagar,5,0.0
Sabarkantha,5,0.39999999999999997
Ahmedabad,5,0.30000000000000004
Dahod,5,0.07692307692307693
Mehsana,5,0.37692307692307697
Bhavnagar,5,0.32307692307692304
Kheda,5,0.4230769230769231
Porbandar,5,0.007692307692307693
Gandhi Nagar,5,0.3
Navasari,5,0.0923076923076923
Banaskantha,5,0.9615384615384617
Jamnagar,5,0.0
Panchmahals,5,0.05384615384615384
Valsad,5,0.06923076923076922
Vadodara,5,0.09230769230769233
Junagarh,5,0.07692307692307693
Patan,5,0.13846153846153847
Faridabad,5,23.71538461538461
Karnal,5,23.046153846153842
Sirsa,5,11.13846153846154
Palwal,5,11.636363636363637
Mewat,5,10.163636363636364
Gurgaon,5,18.884615384615383
Mahendragarh,5,22.676923076923078
Yamunanagar,5,22.892307692307693
Hisar,5,19.815384615384616
Fatehabad,5,8.092307692307692
Kurukshetra,5,13.392307692307693
Sonipat,5,23.376923076923074
Kaithal,5,12.007692307692308
Rohtak,5,22.853846153846156
Bhiwani,5,21.538461538461533
Jhajjar,5,10.753846153846155
Panipat,5,16.384615384615387
Rewari,5,27.015384615384622
Ambala,5,31.307692307692307
Jind,5,23.05384615384616
Panchkula,5,11.138461538461538
Vaishali,5,75.84615384615384
Begusarai,5,69.54545454545455
Gaya,5,34.40769230769231
Madhepura,5,106.39090909090909
Sheikhpura,5,50.510000000000005
Lakhisarai,5,58.620000000000005
Nawada,5,31.609999999999996
Banka,5,69.98888888888888
Aurangabad,5,13.592307692307694
Arwal,5,20.32
Sheohar,5,54.489999999999995
Munger,5,98.23076923076923
Samastipur,5,76.58461538461539
Bhagalpur,5,101.29230769230769
Jahanabad,5,27.541666666666668
Bhojpur,5,52.074999999999996
Muzaffarpur,5,77.29230769230769
Kaimur (Bhabua),5,20.479999999999997
Gopalganj,5,46.07272727272727
Madhubani,5,78.225
Rohtas,5,36.10769230769231
Champaran,5,117.03076923076924
Saharsa,5,93.40769230769232
Supaul,5,112.22307692307693
Purnia,5,171.30769230769226
Kishanganj,5,223.8909090909091
Buxar,5,35.36363636363637
Nalanda,5,44.31666666666667
Saran,5,48.383333333333326
Katihar,5,91.46923076923078
Sitamarhi,5,64.28461538461538
Darbhanga,5,69.10000000000001
Khagaria,5,63.215384615384615
Patna,5,53.60000000000001
Siwan,5,41.45
Araria,5,141.19230769230768
Champaran,5,106.1923076923077
Jamui,5,67.12727272727274
Lahaul Spiti (separate values),5,58.476923076923065
Bilaspur,5,39.37692307692308
Hamirpur,5,43.15384615384615
Shimla,5,60.47692307692307
Mandi,5,68.30000000000001
Kangra,5,47.83846153846154
Solan,5,47.96923076923077
Kinnaur,5,38.98461538461538
Una,5,33.52307692307692
Kullu,5,68.22307692307692
Chamba,5,48.161538461538456
Sirmaur,5,39.03076923076923
Dhamtari,5,17.338461538461537
Kawardha,5,7.355555555555556
Mahasamund,5,7.800000000000001
Bijapur,5,22.009090909090908
Gariaband,5,30.640000000000004
Surajpur,5,20.44
Balod,5,25.26
Kondagaon,5,50.9
Sukma,5,7.419999999999999
Bemetara,5,26.139999999999997
Mungeli,5,9.700000000000001
Balodabazar,5,16.46
Kabirdham-Kawardha,5,19.6
Narayanpur,5,13.936363636363637
Jashpur,5,12.984615384615385
Raipur,5,16.246153846153845
Durg,5,17.65384615384615
Raigarh,5,9.408333333333333
Janjgir-Champa,5,8.961538461538463
Korea,5,5.153846153846154
Bastar,5,51.94615384615384
Kanker,5,5.730769230769231
Rajnandgaon,5,10.915384615384617
Surguja,5,14.484615384615388
Bilaspur,5,21.884615384615383
Korba,5,7.261538461538462
Dantewada,5,22.899999999999995
kameng,5,234.10000000000005
Lohit,5,334.21538461538455
Lower Dibang Valley,5,514.6222222222223
Anjaw,5,310.65
Kurung Kumey,5,304.3
Tawang,5,211.43076923076922
Changlang,5,231.12307692307692
Lower Subansiri,5,144.65
Siang,5,223.82307692307694
Papum Pare,5,446.5923076923076
Upper Subansiri,5,181.5153846153846
Dibang Valley,5,254.25
Tirap,5,265.80833333333334
Kameng,5,142.95384615384617
Upper Siang,5,425.4750000000001
Siang,5,399.19999999999993
Badgam,5,54.77272727272727
Srinagar,5,60.8
Reasi,5,51.58181818181818
Bandipur,5,106.26666666666667
Kishtwar,5,0
Rajouri,5,37.22727272727273
Samba,5,15.511111111111113
Poonch,5,50.385714285714286
Ganderbal,5,110.82727272727274
Kargil,5,6.5
Pulwama,5,39.666666666666664
Ramban,5,83.10000000000001
Kulgam,5,78.0090909090909
Baramulla,5,123.08181818181816
Kathua,5,21.023076923076925
Jammu,5,20.176923076923078
Udhampur,5,40.900000000000006
Doda,5,86.75384615384615
Pulwama,5,51.284615384615385
Kupwara,5,97.53846153846153
Leh,5,3.0384615384615383
Anantnag,5,93.83846153846153
Baramulla,5,140.32
